,id_votacion,fecha,materia,resultado,a favor,en contra,abstencion,no vota
3724,5098,2022-05-05T19:54:43,"17.- Artículo 6:

      &quot;Artículo 6. De los Medios de Comunicación Comunitarios. Habrá un Sistema Nacional de Medios de Comunicación Comunitarios, que estará constituido por Consejos Regionales conformados por representantes de los medios comunitarios y por autoridades vinculadas a las culturas, comunicaciones y educación. Estos Consejos se encargarán de promover el desarrollo y fortalecimiento de los medios comunitarios de cada región, así como la valoración de los elementos identitarios, en todos sus soportes tecnológicos.

      La ley regulará lo relativo a su organización, estructura, competencias y funcionamiento.&quot;",RECHAZADO,77,32,35,11
3723,5099,2022-05-05T19:58:16,".- Artículo 7:

          Artículo 7.- Consejo Nacional de Bioética. El Consejo Nacional de Bioética será un órgano independiente, técnico, de carácter consultivo, pluralista y transdisciplinario, que tendrá, entre sus funciones, asesorar a los organismos del Estado en los asuntos bioéticos que puedan afectar a la vida humana, animal, la naturaleza y la biodiversidad, recomendando la dictación, modificación y supresión de normas que regulen dichas materias. 
La ley regulará la composición, funciones, organización y demás aspectos de este órgano.&quot;",APROBADO,104,29,15,7
3722,5100,2022-05-05T20:00:03,"18.- Artículo 9:

     &quot;Artículo 9.- Rol del Estado en el desarrollo de la Investigación. Es deber del Estado estimular, promover y fortalecer el desarrollo de la investigación científica y tecnológica en todas las áreas del conocimiento, contribuyendo así al enriquecimiento sociocultural del país y al mejoramiento de las condiciones de vida de sus habitantes.

     El Estado generará las condiciones necesarias para el desarrollo de la investigación científica transdisciplinaria en materias relevantes para el resguardo de la calidad de vida de la población y el equilibrio ecosistémico, además del monitoreo permanente de los riesgos medioambientales y sanitarios que afecten la salud de las comunidades y ecosistemas del país, realizándose, en ambos casos, de forma independiente y descentralizada.

      La creación y coordinación de entidades que cumplan los objetivos establecidos en el inciso anterior, su colaboración con centros de investigación públicos y privados con pertinencia territorial, además de sus características, funcionamiento y otros aspectos serán determinados por ley.&quot;",APROBADO,112,10,24,9
3721,5101,2022-05-05T20:01:48,"19.- Artículo 10:

      “Artículo 10. De las entidades para el desarrollo de las ciencias, tecnología, conocimientos e innovación. Las entidades que dirigen las políticas públicas relacionadas al desarrollo de las ciencias, tecnología, conocimiento e innovación tendrán un carácter integrado con otros actores u organismos para promover el desarrollo de los diversos sistemas de conocimiento, según lo establece esta Constitución y la ley, además de fomentar su acceso abierto a la sociedad, con el objeto de utilizar los avances científicos y tecnológicos disponibles para la reducción de las desigualdades.”",RECHAZADO,91,30,23,11
3720,5102,2022-05-05T20:03:21,".- 20 Artículo 11:

      &quot;Artículo 11.- Agencia Nacional de Protección de Datos. Existirá un órgano autónomo que velará por la promoción y protección de los datos personales, con facultades de investigar, normar, fiscalizar y sancionar respecto de entidades públicas y privadas, el que contará con las atribuciones, composición, funciones que determine la ley.&quot;",APROBADO,106,27,14,8
3719,5103,2022-05-05T20:04:59,"20.- Artículo nuevo:

      &quot;Artículo nuevo.- Agencia Nacional de seguridad informática. Una ley creará un organismo  que velará por la promoción y protección efectiva de la seguridad informática con las atribuciones que ésta misma indique.&quot;",RECHAZADO,89,40,17,9
3718,5104,2022-05-05T20:06:33,"21.- Artículo 13:eemplazarlo por el siguiente:

      &quot;Artículo 13. Principio de educación en los sistemas de conocimientos. La educación es connatural a la vida, surge a partir de la curiosidad y favorece la creación de relaciones que permiten la comprensión e interrelación con la naturaleza y la sociedad, contribuyendo al desarrollo de los diversos sistemas de conocimientos.&quot;",RECHAZADO,67,40,38,10
3717,5105,2022-05-05T20:30:55,"22.- Indicación N°45, del CC NEUMANN, para sustituir el artículo 14 por el siguiente:

        (Artículo 14) “Educación Diversa: El Estado desarrollará políticas, planes y programas que promuevan un sistema educativo tolerante, diverso, pluralista e intercultural. Dentro de dicha diversidad, se reconoce el derecho preferente de los padres a elegir los proyectos educativos de sus hijos y el respeto a los demás derechos y deberes establecidos en la Constitución y las leyes.”",RECHAZADO,34,86,11,24
3716,5106,2022-05-05T20:32:27,"23.- Artículo 14:

     &quot;Artículo 14. Interculturalidad en la educación. El Estado asegura una educación intercultural en sus múltiples dimensiones, favoreciendo el aprendizaje recíproco entre culturas. La ley establecerá la institucionalidad necesaria y régimen aplicable a las personas que la impartan.

      El Estado, reconociendo la interculturalidad existente, establecerá un sistema de registro de los educadores tradicionales facultándolos para poder ejercer su labor  en la educación formal.&quot;",RECHAZADO,42,37,56,20
3715,5107,2022-05-05T20:34:03,"24.- Artículo 16:

     &quot;Artículo 16.- El   Estado  reconoce la educación artística como aporte sustancial al desarrollo integral de las personas y garantiza su promoción en los diversos espacios de la sociedad, de acuerdo a los principios de diversidad y pertinencia territorial.&quot;",RECHAZADO,77,24,41,13
3714,5108,2022-05-05T20:35:53,"25.- Indicación N°52, de CC NEUMANN, para sustituir el artículo 17 (incisos segundo y tercero) por el siguiente:


       “La ley podrá definir un sistema de incentivos y beneficios tributarios que fomenten la creación, producción, divulgación y acceso a los conocimientos científicos, artísticos y culturales.”.",RECHAZADO,44,85,13,13
3713,5109,2022-05-05T20:37:34,"26.- Artículo 17 (incisos segundo y tercero):


       Lo anterior se realizará mediante acciones que garanticen el acceso al libro en sus diferentes formatos.
El Estado promoverá la creación y producción editorial local.
La comercialización de libros en cualquier formato estará exenta del impuesto al valor agregado

      -------------------

(inciso primero: Artículo 17.- Sobre el libro y la lectura. El Estado fomenta el acceso y goce de la lectura a través de planes, políticas públicas y programas. Asimismo, incentivará la creación y fortalecimiento de bibliotecas públicas y comunitarias.)

",RECHAZADO,91,25,26,13
3712,5110,2022-05-05T20:39:06,"27.- Indicación N°57, de CC NEUMANN, para agregar el siguiente artículo: 


       “La ley desarrollará condiciones e incentivos que permitan la creación descentralizada y el financiamiento colaborativo y diversificado de organizaciones de giro científico y cultural, que contribuyan a mejorar las condiciones laborales y previsionales de sus trabajadores respectivos.”.
",RECHAZADO,40,93,11,11
3711,5111,2022-05-05T20:41:03,"28.- Artículo nuevo:


       Artículo nuevo.-  El Estado reconoce los derechos laborales y de seguridad social a las y los trabajadores de las culturas, artes, patrimonios e investigación, en sus distintas modalidades y circunstancias específicas.


",RECHAZADO,100,12,32,11
3710,5112,2022-05-05T20:42:41,"29.- Indicación N°66, de CC NEUMANN, para sustituir el artículo 21 por el siguiente:


       Artículo 21.- Sobre el rol del Estado ante transformaciones globales. El Estado promoverá una estrategia de desarrollo donde las personas y el medio ambiente sean el centro; donde el avance y enseñanza del conocimiento permitan reducir las desigualdades, hacer frente a la crisis climática y a los desafíos que presentan la ciencia, la tecnología y la innovación; y donde se aborden las exigencias del desarrollo, actual y futuro, de manera integral, intercultural y con apego a principios éticos y ecológicos.
La ley establecerá los deberes, medidas y acciones, pertinentes y factibles, a fin de que este estilo del desarrollo sea llevado a cabo a nivel nacional, regional y territorial.”",RECHAZADO,40,87,11,17
3709,5113,2022-05-05T20:44:59,".- Artículo 21:

     &quot;Artículo 21.- Sobre el rol del Estado ante transformaciones globales. El Estado promoverá una estrategia de desarrollo donde las personas y el medio ambiente sean el centro; donde el avance y enseñanza del conocimiento permitan reducir las desigualdades, hacer frente a la crisis climática y a los desafíos que presentan la ciencia, la tecnología y la innovación; y donde se aborden las exigencias del desarrollo, actual y futuro, de manera integral, intercultural y con apego a principios éticos y ecológicos.

           La ley establecerá los deberes, medidas y acciones, pertinentes y factibles, a fin de que este estilo del desarrollo sea llevado a cabo a nivel nacional, regional y territorial.”",RECHAZADO,75,38,32,10
3708,5114,2022-05-05T20:46:44,"30.- Artículo nuevo:


       Artículo nuevo.- Estrategias de Innovación frente a los cambios globales. El Estado debe promover el avance de la innovación y los conocimientos para la reducción de las desigualdades, generando estrategias transversales y colaborativas para enfrentar la crisis climática y ecológica.

La ley establecerá medidas y acciones que permitan el desarrollo científico y tecnológico para la prevención, mitigación y adaptación ante las causas y efectos de la crisis climática y ecológica.",RECHAZADO,95,11,34,15
3707,5115,2022-05-05T20:48:14,"31.-Indicación N°68, de CC NEUMANN, para sustituir el artículo 22 (inciso segundo) por el siguiente:


       “Una ley determinará el desarrollo de mecanismos de innovación del sector público, en un marco de colaboración con el sector privado y la sociedad civil.”.",RECHAZADO,34,97,11,13
3706,5116,2022-05-05T20:49:48,"32.- Artículo 22 (inciso segundo:



       &quot;Todo proceso de innovación en la adaptabilidad y mejora continua de los servicios públicos, considerará la participación de funcionarios como de los usuarios y beneficiarios, según lo establezca la ley.&quot;


      -------------------


       (inciso primero: Artículo 22.- Innovación en el Estado. Es deber del Estado utilizar los mejores avances de las ciencias, tecnología, conocimientos e innovación para promover la mejora continua de los servicios públicos.)
",RECHAZADO,85,34,24,12
3705,5117,2022-05-05T20:51:26,"33.- Artículo 23:


       Artículo 23. Derechos de los consumidores. Toda persona tiene derechos, individual y colectivamente, en su condición de consumidor. Para ello el Estado protegerá, mediante procedimientos eficaces, sus derechos a la libre elección, a la información veraz, a no ser discriminados, a la seguridad, a la protección de la salud y el medio ambiente, a la reparación e indemnización adecuada y a la educación para el consumo responsable.",APROBADO,103,17,26,9
